id,name,description,type,is_collection,property_count,method_count,hierarchy,role
interface_109,ArrangementAreas,A Collection object for ArrangementArea objects.,Collection,true,0,3,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \Collection\, \ArrangementAreas\","Use this interface to add, retrieve and remove ArrangementArea objects from this collection. Method Index AddArea Creates a ArrangementArea and adds it to the collection. Item Returns the specified item of the collection. Remove Removes the specified ArrangementArea object from the collection. Methods o Func AddArea ( activateLink('Move','Move') iRelAxis , activateLink('CATSafeArrayVariant','CATSafeArrayVariant') iPosition , activateLink('double','double') iHeight ) As activateLink('ArrangementArea','ArrangementArea') Creates a ArrangementArea and adds it to the collection. The Area created will be without any contour. Hence only the height of the area is specified. Parameters: iRelAxis Relative Axis to be considered. iPosition Position information for the Area (rotation and location). iHeight Height of the Area. Returns: The newly created ArrangementArea object that is also added to the collection. o Func Item ( activateLink('CATVariant','CATVariant') iIndex ) As activateLink('ArrangementArea','ArrangementArea') Returns..."
interface_110,ArrangementBoundaries,A collection object for ArrangementBoundary objects.,Collection,true,0,3,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \Collection\, \ArrangementBoundaries\","This collection object is used to manage (create, retrieve and remove )ArrangementBoundary objects."
interface_111,ArrangementBoundary,Access properties and functions of an ArrangementBoundary object.,Collection,true,6,1,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \ArrangementBoundary\","Use this interface to control the visualization mode, section parameters, nodes that define the ArrangementBoundary object."
interface_112,ArrangementContour,The ArrangementContour object.,Object,false,0,0,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \ArrangementContour\",Unknown
interface_113,ArrangementContours,A collection object for ArrangementContours of an Area.,Collection,true,0,3,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \Collection\, \ArrangementContours\","Use this to manage (create, retrieve and remove) ArrangementContours of an ArrangementArea."
interface_114,ArrangementItemReservation,Use this object to access the ArrangementItemReservation properties and methods.,Object,false,4,3,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \ArrangementItemReservation\","Use this object to control the visualization mode, dimensions of the ArrangementItemReservation."
interface_115,ArrangementItemReservations,A collection object for ArrangementItemReservation objects.,Collection,true,0,3,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \Collection\, \ArrangementItemReservations\","Use this collection object to manage (create, retrieve and remove) ArrangementItemReservation objects."
interface_116,ArrangementNode,This interface provides access to a CATIAArrangementNode object.,Object,false,2,2,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \ArrangementNode\","Use this object to retrieve the bend angle, bend radius and location of an ArrangementNode object."
interface_117,ArrangementNodes,A Collection object for ArrangementNode objects.,Collection,true,0,1,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \Collection\, \ArrangementNodes\",Unknown
interface_118,ArrangementPathway,Use this object to access properties and methods of an ArrangementPathway object.,Object,false,7,1,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \ArrangementPathway\","Use this interface to control the visualization mode, section parameters, nodes that define the ArrangementPathway object."
interface_119,ArrangementPathways,A collection object for ArrangementPathway objects.,Collection,true,0,3,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \Collection\, \ArrangementPathways\","Use this collection object to manage (create, retrieve and remmove) ArrangementPathway objects."
interface_120,ArrangementProduct,Use this object as a factory for Arrangement collection objects.,Collection,true,7,3,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \ArrangementProduct\","Use this interface to get access to the Arrangement collections (Areas, Rectangles, ItemReservations, Runs, Pathways, Boundaries) aggregated a given Product."
interface_121,ArrangementRectangle,Use this object to access the properties and methods of an ArrangementRectangle object.,Object,false,2,1,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \ArrangementRectangle\","The ArrangementRectangle object is a geometric shape used for defining Contours of Areas. The ArrangementRectangle is defined by width and length and its Product position (which is the min-x, min-y corner of the rectangle)."
interface_122,ArrangementRectangles,A Collection object for ArrangementRectangle objects.,Collection,true,0,3,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \Collection\, \ArrangementRectangles\","Use this object to manage (create, retrieve and remove) ArrangementRectangle objects."
interface_123,ArrangementRun,Use this object to access the properties and methods of an ArrangementRun object.,Object,false,7,1,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \ArrangementRun\","Use this interface to control the visualization mode, section parameters, nodes that define the ArrangementRun object."
interface_124,ArrangementRuns,A collection object of ArrangementRun objects.,Collection,true,0,3,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \Collection\, \ArrangementRuns\",Use this collection object to manage ArrangementRun objects.
interface_125,AsmConstraintSettingAtt,Represents the Assembly Constraints setting controller object.,Object,false,4,8,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \SettingController\, \AsmConstraintSettingAtt\",the Assembly Constraints setting controller object deals with the setting parameters displayed in the Assembly Constraints property page. To access this property page: Click the Options command in the Tools menu Click + left of Mechanical Design to unfold the workbench list Click Assembly Design: Constraints tab .
interface_126,AsmGeneralSettingAtt,Represents the Assembly General setting controller object.,Object,false,4,8,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \SettingController\, \AsmGeneralSettingAtt\",the Assembly General setting controller object deals with the setting parameters displayed in the Assembly General property page. To access this property page: Click the Options command in the Tools menu Click + left of Mechanical Design to unfold the workbench list Click Assembly Design: General tab .
interface_127,Assemble,Represents the assemble boolean operation.,Object,false,0,0,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \HybridShape\, \Assemble\",Unknown
interface_128,AssemblyBoolean,Represents the AssemblyBoolean object.,Object,false,2,0,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \AssemblyFeature\, \AssemblyBoolean\",Unknown
interface_129,AssemblyConvertor,Product conversion object.,Object,false,0,3,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \AssemblyConvertor\",Unknown
interface_130,AssemblyFeature,Represents the AssemblyFeature object.,Object,false,0,4,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \AssemblyFeature\",Unknown
interface_131,AssemblyFeatures,A collection of all the AssemblyFeature objects of a product.,Collection,true,0,7,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \Collection\, \AssemblyFeatures\",Unknown
interface_132,AssemblyHole,Represents the AssemblyHole object.,Object,false,11,3,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \AssemblyFeature\, \AssemblyHole\",Unknown
interface_133,AssemblyPocket,Represents the AssemblyPocket object.,Object,false,7,3,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \AssemblyFeature\, \AssemblyPocket\",Unknown
interface_134,AssemblySplit,Represents the AssemblySplit object.,Object,false,3,1,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \AssemblyFeature\, \AssemblySplit\",Unknown
interface_135,AssociatedRefFrame,Interface dedicated to manage Datum Reference Frame associated to a TPS.,Object,false,1,0,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \AssociatedRefFrame\",Unknown
interface_136,AsySimActivity,Interface for a Delmia Simulation Activity.,Object,false,0,1,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \AsySimActivity\",Unknown
interface_137,AttachmentCont,Interface representing xxx.,Object,false,0,2,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \AttachmentCont\","Components that implement DNBIABasicDevice are ... Do not use the DNBIAMRLDocAttachments interface for such and such ClassReference, Class#MethodReference, #InternalMethod... Method Index GetAttachmentFactory Get the AttachmentFactory for the current document GetListofAttachments Get list of attachments from the Attachment Container Methods o Sub GetAttachmentFactory ( activateLink('CATBaseDispatch','CATBaseDispatch') oAttachFactory ) Get the AttachmentFactory for the current document Parameters: oAttachFactory This output parameter contains the AttachmentFactory for the current document. Returns: An HRESULT o Sub GetListofAttachments ( activateLink('CATSafeArrayVariant','CATSafeArrayVariant') oAttachList ) Get list of attachments from the Attachment Container Parameters: oAttachList This output parameter contains the list of attachments in a document. Returns: An HRESULT ."
interface_138,AutoDraft,Represents the AutoDraft shape.,Object,false,6,0,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \Shape\, \DressUpShape\, \AutoDraft\",Unknown
interface_139,AutoFillet,Represents the AutoFillet shape.,Object,false,12,0,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \Shape\, \DressUpShape\, \AutoFillet\",Unknown
interface_140,AutoWalkActivity,Interface that represents an Auto-Walk activity.,Object,false,0,1,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \Activity\, \WorkerActivity\, \WalkActivity\, \AutoWalkActivity\",Unknown
interface_141,Axis2D,Interface defining a coordinate system in the 2D Space.,Object,false,3,0,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \GeometricElement\, \Geometry2D\, \Axis2D\",Unknown
interface_142,AxisSystem,"The object Axis System A axis system has got one origin point and three orthogonal axes, crossing at the origin point.",Object,false,12,11,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \AxisSystem\",Unknown
interface_143,AxisSystems,A collection of all the AxisSystem objects contained in the part.,Collection,true,0,2,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \Collection\, \AxisSystems\",Unknown
interface_144,AxisToAxis,Represents the hybrid shape AxisToAxis feature object.,Object,true,1,0,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \HybridShape\, \AxisToAxis\",To access the data of the hybrid shape AxisToAxis feature object. This data includes: The element to AxisToAxis Origin for the AxisToAxis Plane for the AxisToAxis Direction for the AxisToAxis XRatio Value for the AxisToAxis YRatio Value for the AxisToAxis ZRatio Value for the AxisToAxis The translation distance and its value Use the CATIAHybridShapeFactory to create HybridShapeFeature object. See also: HybridShapeFactory .
interface_145,BasicComponent,Interface designed to manageAnalysis Basic Components.,Collection,true,3,10,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \BasicComponent\",Unknown
interface_146,BasicComponents,The collection of Basic Components defining and analysis object.,Collection,true,0,1,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \Collection\, \BasicComponents\",Unknown
interface_147,BasicDevice,Interface representing a Basic Device.,Object,false,0,3,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \BasicDevice\","This interface is used to interact with devices that are available in the Device Building workbench. This includes devices created in both V5 and D5. The following code snippet can be used to obtain a device in a CATProduct document. Dim objDevice As BasicDevice set objDevice = CATIA.ActiveDocument.Product.GetTechnologicalObject(""""BasicDevice"""") ."
interface_148,Behavior,Represents a behavior.,Collection,true,1,7,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \ABQProperty\, \Behavior\","A behavior is a set of tasks performed on a technological object. It can be V5 command, CAA command, VBA command, external application or behavior defined into the BKT product. A behavior contains a set of variables: the inputs entered by the user and the outputs produced by the behavior. This interface manipulates the characteristics of a behavior: children behaviors, inputs/outputs and activity."
interface_149,BehaviorExtension,Manages the behaviors of a technological object.,Object,false,1,1,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \Behavior\, \BehaviorExtension\","This interface allows to select and perform the behaviors (tasks) associated to a technological object. A behavior extension is obtained from an object using the method GetItem of CATIABase with in argument the keyword """"CATGetBehaviorExtension"""". @sample Example: Set RootPart = CATIA.ActiveDocument.Part Set MyExtension = RootPart.GetItem( """"CATGetBehaviorExtensions"""" ) Set listBehavior = MyExtension.Behaviors MyExtension.SelectBehavior(""""MyBehavior"""") ."
interface_150,BehaviorSettingAtt,Enables attribute access to BKT options.,Object,false,3,6,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \SettingController\, \BehaviorSettingAtt\",Unknown
interface_151,BehaviorVBScript,Represents the VBScript behavior.,Object,false,0,7,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \Behavior\, \BehaviorVBScript\",The VB script behavior is designed to run a VBScript (or catvbs files) or to reference a VBA project. This interface derives from Behavior and enables the manipulation of the internal variables of the VBScript behavior.
interface_152,Behaviors,Represents the Behaviors collection currently managed by the application.,Collection,true,0,1,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \Collection\, \Behaviors\",Unknown
interface_153,BiDimFeatEdge,1-D boundary belonging to a feature whose topological result is two dimensional.,Object,false,0,0,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \Reference\, \Boundary\, \Edge\, \BiDimFeatEdge\","This Boundary object may be, for example, the edge of a surface obtained through the extrusion of a spline. You will create a BiDimFeatEdge object using the Shapes.GetBoundary HybridShapes.GetBoundary Sketches.GetBoundary or Selection.SelectElement2 method. Then, you pass it to the operator (such as HybridShapeFactory.AddNewPointOnCurveFromDistance ). The lifetime of a BiDimFeatEdge object is limited, see Boundary @sample Example: This example asks the end user to select an edge, and creates a point on this edge. Here, both TriDimFeatEdge and BiDimFeatEdge objects are proposed to the user. Dim InputObjectType(1) Set Document = CATIA.ActiveDocument Set Selection = Document.Selection Set HybridBodies = Document.Part.HybridBodies Set HybridBody = HybridBodies.Item(""""Geometrical Set.1"""") 'We propose to the user that he select an edge InputObjectType(0)=""""TriDimFeatEdge"""" InputObjectType(1)=""""BiDimFeatEdge"""" Status=Selection.SelectElement2(InputObjectType,""""Select an edge"""",true) if (Status = """"cancel"""") then Exit Sub Set Curve = Selection.Item(1).Value Set HybridShapePointOnCurve = HybridShapeFactory.AddNewPointOnCurveFromDistance(Curve,18.0,False) HybridBody.AppendHybridShape HybridShapePointOnCurve Document.Part.InWorkObject = HybridShapePointOnCurve Document.Part.Update ."
interface_154,Bodies,A collection of all the Body objects contained in the part.,Collection,true,0,2,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \Collection\, \Bodies\",Unknown
